title,genres,director_name,actor1_name,actor2_name,actor3_name,comb
flawless,Comedy Crime Drama,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Chris Bauer,Joel Schumacher Robert De Niro Philip Seymour Hoffman Chris Bauer Comedy Crime Drama
mindhunters,Crime Horror Mystery Thriller,Renny Harlin,LL Cool J,Clifton Collins Jr.,Eion Bailey,Renny Harlin LL Cool J Clifton Collins Jr. Eion Bailey Crime Horror Mystery Thriller
what just happened,Comedy Drama,Barry Levinson,Robert De Niro,Robin Wright,Kristen Stewart,Barry Levinson Robert De Niro Robin Wright Kristen Stewart Comedy Drama
the statement,Drama Thriller,Norman Jewison,Charlotte Rampling,Colin Salmon,John Neville,Norman Jewison Charlotte Rampling Colin Salmon John Neville Drama Thriller
the magic flute,Drama Musical Romance,Kenneth Branagh,Kim-Marie Woodhouse,Amy Carson,Joseph Kaiser,Kenneth Branagh Kim-Marie Woodhouse Amy Carson Joseph Kaiser Drama Musical Romance
paul blart: mall cop,Action Comedy Crime,Steve Carr,Erick Avari,Adhir Kalyan,Allen Covert,Steve Carr Erick Avari Adhir Kalyan Allen Covert Action Comedy Crime
freaky friday,Comedy Family Fantasy Music Romance,Mark Waters,Jamie Lee Curtis,Julie Gonzalo,Willie Garson,Mark Waters Jamie Lee Curtis Julie Gonzalo Willie Garson Comedy Family Fantasy Music Romance
the 40-year-old virgin,Comedy Romance,Judd Apatow,Steve Carell,Romany Malco,Gerry Bednob,Judd Apatow Steve Carell Romany Malco Gerry Bednob Comedy Romance
shakespeare in love,Comedy Drama Romance,John Madden,Tom Wilkinson,Martin Clunes,Simon Callow,John Madden Tom Wilkinson Martin Clunes Simon Callow Comedy Drama Romance
a walk among the tombstones,Crime Drama Mystery Thriller,Scott Frank,Liam Neeson,Boyd Holbrook,David Harbour,Scott Frank Liam Neeson Boyd Holbrook David Harbour Crime Drama Mystery Thriller
kindergarten cop,Action Comedy Crime,Ivan Reitman,Richard Tyson,Cathy Moriarty,Penelope Ann Miller,Ivan Reitman Richard Tyson Cathy Moriarty Penelope Ann Miller Action Comedy Crime
pineapple express,Action Comedy Crime,David Gordon Green,James Franco,Gary Cole,Rosie Perez,David Gordon Green James Franco Gary Cole Rosie Perez Action Comedy Crime
ever after: a cinderella story,Comedy Drama Romance,Andy Tennant,Anjelica Huston,Dougray Scott,Jeanne Moreau,Andy Tennant Anjelica Huston Dougray Scott Jeanne Moreau Comedy Drama Romance
open range,Drama Romance Western,Kevin Costner,Robert Duvall,Michael Jeter,Julian Richings,Kevin Costner Robert Duvall Michael Jeter Julian Richings Drama Romance Western
flatliners,Drama Horror Sci-Fi Thriller,Joel Schumacher,Julia Roberts,Oliver Platt,Hope Davis,Joel Schumacher Julia Roberts Oliver Platt Hope Davis Drama Horror Sci-Fi Thriller
it's always sunny in philadelphia            ,Comedy,Unknown,Rob McElhenney,Kaitlin Olson,Glenn Howerton,Unknown Rob McElhenney Kaitlin Olson Glenn Howerton Comedy
a bridge too far,Drama History War,Richard Attenborough,Ryan O'Neal,Dirk Bogarde,Wolfgang Preiss,Richard Attenborough Ryan O'Neal Dirk Bogarde Wolfgang Preiss Drama History War
red eye,Mystery Thriller,Wes Craven,Robert Pine,Carl Gilliard,Suzie Plakson,Wes Craven Robert Pine Carl Gilliard Suzie Plakson Mystery Thriller
final destination 2,Horror Thriller,David R. Ellis,Sarah Carter,Michael Landes,Keegan Connor Tracy,David R. Ellis Sarah Carter Michael Landes Keegan Connor Tracy Horror Thriller
"o brother, where art thou?",Adventure Comedy Crime Music,Joel Coen,Holly Hunter,Tim Blake Nelson,Daniel von Bargen,Joel Coen Holly Hunter Tim Blake Nelson Daniel von Bargen Adventure Comedy Crime Music
legion,Action Fantasy Horror,Scott Stewart,Dennis Quaid,Kate Walsh,Charles S. Dutton,Scott Stewart Dennis Quaid Kate Walsh Charles S. Dutton Action Fantasy Horror
pain & gain,Comedy Crime Drama,Michael Bay,Dwayne Johnson,Larry Hankin,Michael Rispoli,Michael Bay Dwayne Johnson Larry Hankin Michael Rispoli Comedy Crime Drama
in good company,Comedy Drama Romance,Paul Weitz,Scarlett Johansson,Ty Burrell,Dennis Quaid,Paul Weitz Scarlett Johansson Ty Burrell Dennis Quaid Comedy Drama Romance
clockstoppers,Action Adventure Comedy Sci-Fi Thriller,Jonathan Frakes,Michael Biehn,Paula Garcés,Jason George,Jonathan Frakes Michael Biehn Paula Garcés Jason George Action Adventure Comedy Sci-Fi Thriller
silverado,Action Crime Drama Western,Lawrence Kasdan,Scott Glenn,Todd Allen,Brad Leland,Lawrence Kasdan Scott Glenn Todd Allen Brad Leland Action Crime Drama Western
brothers,Drama Thriller,Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Bailee Madison,Jim Sheridan Natalie Portman Jake Gyllenhaal Bailee Madison Drama Thriller
agent cody banks 2: destination london,Action Adventure Comedy Family Romance Sci-Fi,Kevin Allen,Daniel Roebuck,Frankie Muniz,David Kelly,Kevin Allen Daniel Roebuck Frankie Muniz David Kelly Action Adventure Comedy Family Romance Sci-Fi
new year's eve,Comedy Romance,Garry Marshall,Robert De Niro,Common,Seth Meyers,Garry Marshall Robert De Niro Common Seth Meyers Comedy Romance
original sin,Drama Mystery Romance Thriller,Michael Cristofer,Angelina Jolie Pitt,Gregory Itzin,Jack Thompson,Michael Cristofer Angelina Jolie Pitt Gregory Itzin Jack Thompson Drama Mystery Romance Thriller
the raven,Crime Mystery Thriller,James McTeigue,Pam Ferris,Dave Legeno,Kevin McNally,James McTeigue Pam Ferris Dave Legeno Kevin McNally Crime Mystery Thriller
welcome to mooseport,Comedy Romance,Donald Petrie,Rip Torn,Ray Romano,Maura Tierney,Donald Petrie Rip Torn Ray Romano Maura Tierney Comedy Romance
highlander: the final dimension,Action Fantasy Romance Sci-Fi,Andrew Morahan,Christopher Lambert,Mako,Mario Van Peebles,Andrew Morahan Christopher Lambert Mako Mario Van Peebles Action Fantasy Romance Sci-Fi
blood and wine,Crime Drama Thriller,Bob Rafelson,Harold Perrineau,Mike Starr,Judy Davis,Bob Rafelson Harold Perrineau Mike Starr Judy Davis Crime Drama Thriller
snow white: a tale of terror,Fantasy Horror,Michael Cohn,David Conrad,Chris Bauer,Monica Keena,Michael Cohn David Conrad Chris Bauer Monica Keena Fantasy Horror
the curse of the jade scorpion,Comedy Crime Mystery Romance,Woody Allen,Woody Allen,Elizabeth Berkley,Peter Gerety,Woody Allen Woody Allen Elizabeth Berkley Peter Gerety Comedy Crime Mystery Romance
accidental love,Comedy Romance,David O. Russell,Jake Gyllenhaal,Kirstie Alley,Beverly D'Angelo,David O. Russell Jake Gyllenhaal Kirstie Alley Beverly D'Angelo Comedy Romance
flipper,Adventure Family,Alan Shapiro,Paul Hogan,Chelsea Field,Jessica Wesson,Alan Shapiro Paul Hogan Chelsea Field Jessica Wesson Adventure Family
self/less,Action Mystery Sci-Fi Thriller,Tarsem Singh,Ryan Reynolds,Derek Luke,Sandra Ellis Lafferty,Tarsem Singh Ryan Reynolds Derek Luke Sandra Ellis Lafferty Action Mystery Sci-Fi Thriller
the constant gardener,Drama Mystery Romance Thriller,Fernando Meirelles,Archie Panjabi,Danny Huston,Donald Sumpter,Fernando Meirelles Archie Panjabi Danny Huston Donald Sumpter Drama Mystery Romance Thriller
the passion of the christ,Drama,Mel Gibson,Christo Jivkov,Maia Morgenstern,Hristo Shopov,Mel Gibson Christo Jivkov Maia Morgenstern Hristo Shopov Drama
mrs. doubtfire,Comedy Drama Family Romance,Chris Columbus,Robin Williams,Mara Wilson,Matthew Lawrence,Chris Columbus Robin Williams Mara Wilson Matthew Lawrence Comedy Drama Family Romance
rain man,Drama,Barry Levinson,Tom Cruise,Valeria Golino,Beth Grant,Barry Levinson Tom Cruise Valeria Golino Beth Grant Drama
gran torino,Drama,Clint Eastwood,Clint Eastwood,Dreama Walker,Ahney Her,Clint Eastwood Clint Eastwood Dreama Walker Ahney Her Drama
w.,Biography Drama History,Oliver Stone,Toby Jones,Scott Glenn,Bruce McGill,Oliver Stone Toby Jones Scott Glenn Bruce McGill Biography Drama History
taken,Action Thriller,Pierre Morel,Liam Neeson,Holly Valance,Xander Berkeley,Pierre Morel Liam Neeson Holly Valance Xander Berkeley Action Thriller
the best of me,Drama Romance,Michael Hoffman,Luke Bracey,Gerald McRaney,Clarke Peters,Michael Hoffman Luke Bracey Gerald McRaney Clarke Peters Drama Romance
the bodyguard,Action Drama Music Romance,Mick Jackson,Bill Cobbs,Mike Starr,DeVaughn Nixon,Mick Jackson Bill Cobbs Mike Starr DeVaughn Nixon Action Drama Music Romance
schindler's list,Biography Drama History,Steven Spielberg,Liam Neeson,Embeth Davidtz,Caroline Goodall,Steven Spielberg Liam Neeson Embeth Davidtz Caroline Goodall Biography Drama History
the help,Drama,Tate Taylor,Emma Stone,Bryce Dallas Howard,Mike Vogel,Tate Taylor Emma Stone Bryce Dallas Howard Mike Vogel Drama
the fifth estate,Biography Drama Thriller,Bill Condon,Benedict Cumberbatch,Peter Capaldi,Jamie Blackley,Bill Condon Benedict Cumberbatch Peter Capaldi Jamie Blackley Biography Drama Thriller
scooby-doo 2: monsters unleashed,Adventure Comedy Family Fantasy Horror Mystery,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Tim Blake Nelson,Raja Gosnell Sarah Michelle Gellar Linda Cardellini Tim Blake Nelson Adventure Comedy Family Fantasy Horror Mystery
viy,Adventure Fantasy Mystery Thriller,Oleg Stepchenko,Jason Flemyng,Igor Jijikine,Agnia Ditkovskite,Oleg Stepchenko Jason Flemyng Igor Jijikine Agnia Ditkovskite Adventure Fantasy Mystery Thriller
freddy vs. jason,Action Horror Thriller,Ronny Yu,Katharine Isabelle,Jason Ritter,Zack Ward,Ronny Yu Katharine Isabelle Jason Ritter Zack Ward Action Horror Thriller
the face of an angel,Drama,Michael Winterbottom,Cara Delevingne,Ava Acres,Sara Stewart,Michael Winterbottom Cara Delevingne Ava Acres Sara Stewart Drama
jimmy neutron: boy genius,Action Adventure Animation Comedy Family Sci-Fi,John A. Davis,Martin Short,Rob Paulsen,Andrea Martin,John A. Davis Martin Short Rob Paulsen Andrea Martin Action Adventure Animation Comedy Family Sci-Fi
cloverfield,Action Adventure Horror Sci-Fi,Matt Reeves,Mike Vogel,Ben Feldman,Liza Lapira,Matt Reeves Mike Vogel Ben Feldman Liza Lapira Action Adventure Horror Sci-Fi
teenage mutant ninja turtles ii: the secret of the ooze,Action Adventure Comedy Family Sci-Fi,Michael Pressman,Kevin Nash,Paige Turco,Ernie Reyes Jr.,Michael Pressman Kevin Nash Paige Turco Ernie Reyes Jr. Action Adventure Comedy Family Sci-Fi
the untouchables,Crime Drama Thriller,Brian De Palma,Robert De Niro,Billy Drago,Charles Martin Smith,Brian De Palma Robert De Niro Billy Drago Charles Martin Smith Crime Drama Thriller
no country for old men,Crime Drama Thriller,Ethan Coen,Kelly Macdonald,Stephen Root,Barry Corbin,Ethan Coen Kelly Macdonald Stephen Root Barry Corbin Crime Drama Thriller
ride along,Action Comedy Crime Romance,Tim Story,Bruce McGill,Tika Sumpter,Bryan Callen,Tim Story Bruce McGill Tika Sumpter Bryan Callen Action Comedy Crime Romance
bridget jones's diary,Comedy Drama Romance,Sharon Maguire,Colin Firth,Jim Broadbent,Shirley Henderson,Sharon Maguire Colin Firth Jim Broadbent Shirley Henderson Comedy Drama Romance
chocolat,Drama Romance,Lasse Hallström,Lena Olin,Leslie Caron,Hugh O'Conor,Lasse Hallström Lena Olin Leslie Caron Hugh O'Conor Drama Romance
"legally blonde 2: red, white & blonde",Comedy,Charles Herman-Wurmfeld,Mary Lynn Rajskub,Bruce McGill,Bob Newhart,Charles Herman-Wurmfeld Mary Lynn Rajskub Bruce McGill Bob Newhart Comedy
parental guidance,Comedy Family,Andy Fickman,Bailee Madison,Gedde Watanabe,Tom Everett Scott,Andy Fickman Bailee Madison Gedde Watanabe Tom Everett Scott Comedy Family
no strings attached,Comedy Romance,Ivan Reitman,Natalie Portman,Greta Gerwig,Mindy Kaling,Ivan Reitman Natalie Portman Greta Gerwig Mindy Kaling Comedy Romance
tombstone,Action Biography Drama History Romance Western,George P. Cosmatos,Michael Biehn,Dana Delany,Powers Boothe,George P. Cosmatos Michael Biehn Dana Delany Powers Boothe Action Biography Drama History Romance Western
romeo must die,Action Crime Thriller,Andrzej Bartkowiak,Jet Li,Delroy Lindo,Aaliyah,Andrzej Bartkowiak Jet Li Delroy Lindo Aaliyah Action Crime Thriller
the omen,Fantasy Horror Mystery,Richard Donner,Lee Remick,Patrick Troughton,Billie Whitelaw,Richard Donner Lee Remick Patrick Troughton Billie Whitelaw Fantasy Horror Mystery
final destination 3,Horror,James Wong,Chelan Simmons,Gina Holden,Crystal Lowe,James Wong Chelan Simmons Gina Holden Crystal Lowe Horror
the lucky one,Drama Romance,Scott Hicks,Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson,Scott Hicks Blythe Danner Riley Thomas Stewart Jay R. Ferguson Drama Romance
bridge to terabithia,Adventure Drama Family Fantasy,Gabor Csupo,Josh Hutcherson,Zooey Deschanel,Bailee Madison,Gabor Csupo Josh Hutcherson Zooey Deschanel Bailee Madison Adventure Drama Family Fantasy
finding neverland,Biography Drama Family,Marc Forster,Johnny Depp,Kate Winslet,Kelly Macdonald,Marc Forster Johnny Depp Kate Winslet Kelly Macdonald Biography Drama Family
a madea christmas,Comedy Drama,Tyler Perry,Alicia Witt,Tika Sumpter,Larry the Cable Guy,Tyler Perry Alicia Witt Tika Sumpter Larry the Cable Guy Comedy Drama
the grey,Action Adventure Drama Thriller,Joe Carnahan,Liam Neeson,Frank Grillo,James Badge Dale,Joe Carnahan Liam Neeson Frank Grillo James Badge Dale Action Adventure Drama Thriller
hide and seek,Drama Horror Mystery Thriller,John Polson,Robert De Niro,Dylan Baker,Robert John Burke,John Polson Robert De Niro Dylan Baker Robert John Burke Drama Horror Mystery Thriller
anchorman: the legend of ron burgundy,Comedy,Adam McKay,Darcy Donavan,Will Ferrell,Steve Carell,Adam McKay Darcy Donavan Will Ferrell Steve Carell Comedy
goodfellas,Biography Crime Drama,Martin Scorsese,Robert De Niro,Mike Starr,Paul Sorvino,Martin Scorsese Robert De Niro Mike Starr Paul Sorvino Biography Crime Drama
agent cody banks,Action Adventure Comedy Crime Family Romance Thriller,Harald Zwart,Daniel Roebuck,Frankie Muniz,Chris Gauthier,Harald Zwart Daniel Roebuck Frankie Muniz Chris Gauthier Action Adventure Comedy Crime Family Romance Thriller
nanny mcphee,Comedy Family Fantasy,Kirk Jones,Colin Firth,Kelly Macdonald,Imelda Staunton,Kirk Jones Colin Firth Kelly Macdonald Imelda Staunton Comedy Family Fantasy
scarface,Crime Drama,Brian De Palma,Al Pacino,F. Murray Abraham,Mary Elizabeth Mastrantonio,Brian De Palma Al Pacino F. Murray Abraham Mary Elizabeth Mastrantonio Crime Drama
nothing to lose,Action Adventure Comedy Crime,Steve Oedekerk,Kelly Preston,Michael McKean,Rebecca Gayheart,Steve Oedekerk Kelly Preston Michael McKean Rebecca Gayheart Action Adventure Comedy Crime
the last emperor,Biography Drama History,Bernardo Bertolucci,Cary-Hiroyuki Tagawa,Joan Chen,Victor Wong,Bernardo Bertolucci Cary-Hiroyuki Tagawa Joan Chen Victor Wong Biography Drama History
contraband,Action Crime Drama Thriller,Baltasar Kormákur,J.K. Simmons,David O'Hara,Lukas Haas,Baltasar Kormákur J.K. Simmons David O'Hara Lukas Haas Action Crime Drama Thriller
money talks,Action Comedy Crime Thriller,Brett Ratner,Heather Locklear,Paul Sorvino,Faizon Love,Brett Ratner Heather Locklear Paul Sorvino Faizon Love Action Comedy Crime Thriller
there will be blood,Drama,Paul Thomas Anderson,Jim Meskimen,Paul F. Tompkins,Kevin Breznahan,Paul Thomas Anderson Jim Meskimen Paul F. Tompkins Kevin Breznahan Drama
the wild thornberrys movie,Adventure Animation Comedy Family Fantasy,Cathy Malkasian,Alfre Woodard,Flea,Cree Summer,Cathy Malkasian Alfre Woodard Flea Cree Summer Adventure Animation Comedy Family Fantasy
rugrats go wild,Adventure Animation Comedy Family Fantasy Musical,John Eng,Elizabeth Daily,Cree Summer,Nancy Cartwright,John Eng Elizabeth Daily Cree Summer Nancy Cartwright Adventure Animation Comedy Family Fantasy Musical
undercover brother,Action Comedy,Malcolm D. Lee,Dave Chappelle,Eddie Griffin,Chi McBride,Malcolm D. Lee Dave Chappelle Eddie Griffin Chi McBride Action Comedy
the sisterhood of the traveling pants,Comedy Drama Family Romance,Ken Kwapis,Mike Vogel,America Ferrera,Kyle Schmid,Ken Kwapis Mike Vogel America Ferrera Kyle Schmid Comedy Drama Family Romance
kiss of the dragon,Action Crime Drama Thriller,Chris Nahon,Jet Li,Bridget Fonda,Max Ryan,Chris Nahon Jet Li Bridget Fonda Max Ryan Action Crime Drama Thriller
the house bunny,Comedy Romance,Fred Wolf,Emma Stone,Katharine McPhee,Beverly D'Angelo,Fred Wolf Emma Stone Katharine McPhee Beverly D'Angelo Comedy Romance
beauty shop,Comedy,Bille Woodruff,Alfre Woodard,Keshia Knight Pulliam,LisaRaye McCoy,Bille Woodruff Alfre Woodard Keshia Knight Pulliam LisaRaye McCoy Comedy
million dollar arm,Biography Drama Sport,Craig Gillespie,Jon Hamm,Suraj Sharma,Gregory Alan Williams,Craig Gillespie Jon Hamm Suraj Sharma Gregory Alan Williams Biography Drama Sport
the giver,Drama Romance Sci-Fi,Phillip Noyce,Jeff Bridges,Meryl Streep,Alexander Skarsgård,Phillip Noyce Jeff Bridges Meryl Streep Alexander Skarsgård Drama Romance Sci-Fi
what a girl wants,Comedy Drama Family Romance,Dennie Gordon,Colin Firth,Oliver James,Kelly Preston,Dennie Gordon Colin Firth Oliver James Kelly Preston Comedy Drama Family Romance
jeepers creepers ii,Horror,Victor Salva,Nicki Aycox,Jonathan Breck,Billy Aaron Brown,Victor Salva Nicki Aycox Jonathan Breck Billy Aaron Brown Horror
good luck chuck,Comedy Romance,Mark Helfrich,Dane Cook,Dan Fogler,Chelan Simmons,Mark Helfrich Dane Cook Dan Fogler Chelan Simmons Comedy Romance
cradle 2 the grave,Action Crime Drama Thriller,Andrzej Bartkowiak,Jet Li,Tom Arnold,DMX,Andrzej Bartkowiak Jet Li Tom Arnold DMX Action Crime Drama Thriller
the hours,Drama Romance,Stephen Daldry,Meryl Streep,Stephen Dillane,Miranda Richardson,Stephen Daldry Meryl Streep Stephen Dillane Miranda Richardson Drama Romance
she's the man,Comedy Romance,Andy Fickman,Channing Tatum,Alexandra Breckenridge,Laura Ramsey,Andy Fickman Channing Tatum Alexandra Breckenridge Laura Ramsey Comedy Romance
mr. bean's holiday,Comedy Family,Steve Bendelack,Lily Atkinson,Emma de Caunes,Steve Pemberton,Steve Bendelack Lily Atkinson Emma de Caunes Steve Pemberton Comedy Family
anacondas: the hunt for the blood orchid,Action Adventure Horror Thriller,Dwight H. Little,Nicholas Gonzalez,Salli Richardson-Whitfield,Johnny Messner,Dwight H. Little Nicholas Gonzalez Salli Richardson-Whitfield Johnny Messner Action Adventure Horror Thriller
blood ties,Crime Drama Thriller,Guillaume Canet,Mila Kunis,Lili Taylor,Billy Crudup,Guillaume Canet Mila Kunis Lili Taylor Billy Crudup Crime Drama Thriller
august rush,Drama Music,Kirsten Sheridan,Robin Williams,Aaron Staton,Marian Seldes,Kirsten Sheridan Robin Williams Aaron Staton Marian Seldes Drama Music
elizabeth,Biography Drama History,Shekhar Kapur,Fanny Ardant,John Gielgud,Eric Cantona,Shekhar Kapur Fanny Ardant John Gielgud Eric Cantona Biography Drama History
bride of chucky,Comedy Fantasy Horror Romance,Ronny Yu,Alexis Arquette,Park Bench,Vince Corazza,Ronny Yu Alexis Arquette Park Bench Vince Corazza Comedy Fantasy Horror Romance
tora! tora! tora!,Action Drama History War,Richard Fleischer,Joseph Cotten,Richard Anderson,James Whitmore,Richard Fleischer Joseph Cotten Richard Anderson James Whitmore Action Drama History War
